Fid,gender,age,location_type,preferred_time,preferred_language_for_learning,prefered_location ,learning_group,average_time_ spent,elearning_style,Label
10.42.0.1-10.42.0.42-53-2704-17,Male,55,Rural,Afternoon,English,w Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-31.13.71.1-34168-443-6,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
203.205.147.229-10.42.0.211-80-56215-6,Female,60,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.11.10-10.42.0.151-443-35897-6,Male,55,Rural,Morning,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
169.45.248.101-10.42.0.151-5222-45490-6,Male,25,Rural,Evening,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-18521-53-17,Female,70,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
8.0.6.4-8.6.0.1-0-0-0,Male,40,Rural,Evening,English,w Home,other,s 6 and Above,VERBAL,1
10.42.0.211-111.1.17.152-55060-8077-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.42-104.97.95.172-59566-80-6,Male,40,Rural,Morning,English,Campus Ground,Science,2-4 hours,NON VERBAL,0
10.42.0.211-50.18.185.97-52767-443-6,Male,60,Rural,Evening,English,w Campus Ground,other,2-4 hours,NON VERBAL,0
10.42.0.211-104.88.106.16-54096-80-6,Male,40,Rural,Evening,English,Home,Science, 5-6 hours,VERBAL,1
10.42.0.151-74.125.22.139-48577-443-6,Female,40,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
198.105.244.11-10.42.0.151-80-48875-6,Male,55,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-64850-53-17,Male,65,Rural,Afternoon,English,w Home,Science,Less than an hour,VERBAL,1
222.73.28.96-10.42.0.211-80-45278-6,Male,50,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
201.92.16.176-10.42.0.151-33827-43477-17,Male,55,Rural,Morning,English,Other Places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-23.21.95.195-56350-443-6,Male,40,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-43702-53-17,Male,40,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.42-104.192.110.245-35948-80-6,Male,40,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-54.192.38.65-58614-443-6,Female,40,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-47.88.68.21-44484-443-6,Male,45,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
184.72.52.0-10.42.0.211-443-46621-6,Female,30,Rural,Morning,English,w Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-3975-53-17,Male,35,Rural,Afternoon,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-77.234.41.79-45071-443-6,Male,30,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
209.85.232.188-10.42.0.151-5228-58243-6,Male,20,Rural,Morning,English,Home,Science,e 2-4 hours,NON VERBAL,0
10.42.0.211-114.134.80.163-40774-80-6,Male,45,Rural,Morning,English,Home,Science,5-6 hours,NON VERBAL,0
140.205.230.8-10.42.0.42-80-44645-6,Female,25,Rural,Morning,English,Other Places,Science,Less than an hour,NON VERBAL,0
172.217.10.65-10.42.0.211-443-46046-6,Male,35,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
180.149.138.210-10.42.0.151-80-46160-6,Male,40,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
172.217.12.168-10.42.0.211-443-53542-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-35239-17,Male,30,Urban,Morning,English,Home,Science,2-4 hours,VERBAL,1
209.10.120.26-10.42.0.211-80-43355-6,Male,55,Rural,Late Night,English,College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.42-119.146.74.34-52569-80-6,Female,35,Rural,Late Night,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.192.110.245-53232-443-6,Male,45,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.6.227-10.42.0.211-443-45594-6,Male,35,Rural,Late Night,English,Park or Garden,Science,2-4 hours,VERBAL,1
10.42.0.211-104.88.106.21-36787-80-6,Female,45,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-65029-53-17,Female,40,Urban,Afternoon,English,Central Library,Science,Less than an hour,NON VERBAL,0
180.149.153.234-10.42.0.211-80-38431-6,Male,30,Urban,Evening,English,College Lab,Science,2-4 hours,NON VERBAL,0
10.42.0.42-23.194.140.226-54739-80-6,Male,30,Urban,Morning,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-25591-53-17,Male,55,Rural,Evening,English,Home,Science, 2-4 hours,VERBAL,1
180.163.255.159-10.42.0.211-80-52591-6,Male,30,Urban,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
222.73.28.96-10.42.0.151-80-55680-6,Male,30,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
219.142.78.162-10.42.0.151-443-46188-6,Male,60,Rural,Morning,English,College Lab,Science,Less than an hour,NON VERBAL,0
220.243.219.55-10.42.0.211-80-54773-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-59760-53-17,Male,40,Rural,Morning,English,Class Room,Science,2-4 hours,NON VERBAL,0
216.58.217.163-10.42.0.211-443-32806-6,Male,60,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
202.77.129.150-10.42.0.151-80-39358-6,Female,50,Rural,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
172.217.12.129-10.42.0.211-443-45900-6,Female,45,Rural,Late Night,English,w Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-52735-53-17,Male,30,Rural,Late Night,English,Class Room,Science,Less than an hour,NON VERBAL,0
172.217.10.2-10.42.0.211-443-47218-6,Female,45,Rural,Late Night,English,Central Library,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-10322-53-17,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.7.227-10.42.0.42-443-57012-6,Male,60,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.42-27.221.28.204-39672-80-6,Male,50,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-106.11.92.1-48378-443-6,Male,25,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.151-36.110.213.49-37843-80-6,Male,50,Rural,Morning,English,Home,Science,s 6 and Above,NON VERBAL,0
222.73.28.96-10.42.0.211-80-40286-6,Female,40,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
203.205.158.63-10.42.0.151-80-56747-6,Male,40,Rural,Morning,English,Class Room,Science, 6 and Above,VERBAL,1
10.42.0.211-106.11.14.99-50673-443-6,Male,75,Rural,Evening,English,College Lab,Science,2-4 hours,VERBAL,1
209.15.224.11-10.42.0.211-443-39078-6,Male,55,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.10.10-10.42.0.42-443-58004-6,Male,70,Rural,Morning,English,w Home,Science, 2-4 hours,VERBAL,1
182.254.5.234-10.42.0.42-80-45290-6,Female,55,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-54.192.38.236-54579-443-6,Male,40,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
216.58.219.196-10.42.0.211-443-60644-6,Male,45,Rural,Morning,English,Park or Garden,Science, Less than an hour,NON VERBAL,0
10.42.0.211-74.6.105.9-45678-443-6,Male,40,Rural,Morning,English,w College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.151-52.88.110.117-47506-443-6,Male,40,Rural,Evening,English,w College Lab,Science,Less than an hour,VERBAL,1
172.217.10.46-10.42.0.151-443-49578-6,Male,50,Rural,Afternoon,English,Central Library,Science, Less than an hour,NON VERBAL,0
10.42.0.211-98.139.180.180-51618-443-6,Male,40,Rural,Morning,English,w College Lab,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-5310-53-17,Female,60,Rural,Afternoon,English,Other Places,Science,Less than an hour,NON VERBAL,0
198.105.244.11-10.42.0.151-80-48969-6,Female,25,Rural,Late Night,English,w Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-5351-40157-17,Female,55,Rural,Late Night,English,w Park or Garden,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-42978-53-17,Female,55,Rural,Morning,English,Class Room,Science, 2-4 hours,NON VERBAL,0
180.149.134.221-10.42.0.211-80-42281-6,Female,40,Rural,Late Night,English,w Class Room,Science,Less than an hour,VERBAL,1
10.42.0.151-40.69.150.36-55177-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-111.202.114.77-56144-443-6,Male,60,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-63.250.200.101-47403-443-6,Female,35,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
150.138.170.22-10.42.0.211-443-59653-6,Male,40,Rural,Morning,English,w Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.151-52.84.1.143-49721-443-6,Male,55,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.11.14-10.42.0.151-443-33549-6,Male,40,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.10.67-10.42.0.42-443-46346-6,Male,40,Rural,Late Night,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
184.169.166.225-10.42.0.211-443-58401-6,Male,40,Rural,Afternoon,English,Class Room,Science,2-4 hours,NON VERBAL,0
172.217.9.227-10.42.0.151-443-56530-6,Male,45,Rural,Evening,English,Central Library,Science, 6 and Above,NON VERBAL,0
10.42.0.211-10.42.0.1-26036-53-17,Male,55,Rural,Evening,English,w Home,Science,Less than an hour,NON VERBAL,0
172.217.6.225-10.42.0.211-443-54835-6,Male,65,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-4267-53-17,Male,30,Rural,Morning,English,Campus Ground,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-48859-53-17,Male,40,Rural,Morning,English,w Campus Ground,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-20673-53-17,Female,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.42-10.42.0.211-443-52822-6,Female,25,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-31.13.80.52-57396-443-6,Male,50,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-47871-17,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.12.163-10.42.0.211-80-56357-6,Female,55,Rural,Morning,English,College lab,Science,Less than an hour,NON VERBAL,0
172.217.12.193-10.42.0.151-443-44620-17,Male,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
175.100.207.206-10.42.0.211-80-35487-6,Male,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-17648-53-17,Female,25,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
203.205.158.63-10.42.0.211-80-58573-6,Male,60,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.11.46-10.42.0.151-443-35604-6,Female,45,Rural,Morning,English,w Other places,Science, 2-4 hours,VERBAL,1
220.243.235.201-10.42.0.42-80-52599-6,Female,40,Rural,Evening,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.10.227-10.42.0.42-80-44282-6,Male,55,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-104.192.110.245-57641-443-6,Male,35,Rural,Morning,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-50516-53-17,Male,40,Rural,Evening,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
172.217.11.33-10.42.0.151-443-33645-6,Female,45,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
184.50.111.246-10.42.0.151-443-53505-6,Female,45,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-52.84.29.154-34146-443-6,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-104.88.106.21-36787-80-6,Male,40,Rural,Evening,English,College lab,Science, 2-4 hours,VERBAL,1
172.217.9.238-10.42.0.151-443-52854-6,Male,30,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-39808-53-17,Male,60,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
172.217.11.34-10.42.0.211-443-43916-6,Male,60,Rural,Morning,English,College lab,Science,Less than an hour,NON VERBAL,0
216.58.219.234-10.42.0.42-443-47241-6,Male,35,Rural,Late Night,English,w Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-31.13.71.7-49079-443-6,Female,40,Rural,Morning,English,College lab,Science, 2-4 hours,NON VERBAL,0
151.101.1.140-10.42.0.42-80-36385-6,Male,75,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.3.106-10.42.0.151-443-53083-6,Male,60,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.42-66.198.178.91-57417-443-6,Male,40,Rural,Late Night,English,w College lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-104.254.66.16-44444-80-6,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-14.204.144.143-39503-80-6,Male,25,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.12.170-10.42.0.151-443-44491-6,Female,55,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.78-10.42.0.151-443-57693-6,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
184.29.173.155-10.42.0.211-80-59505-6,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.74-10.42.0.211-443-33776-6,Male,50,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.10.10-10.42.0.151-443-52357-6,Male,45,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
180.149.138.210-10.42.0.42-80-58498-6,Male,45,Rural,Evening,English,Central Library,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-52.84.143.74-51243-80-6,Male,45,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
172.217.12.195-10.42.0.151-443-50038-6,Female,60,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.124-43104-443-6,Male,45,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-63000-53-17,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-23.45.196.130-59824-443-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
203.205.158.56-10.42.0.211-80-59413-6,Female,50,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-5128-53-17,Female,25,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-64.71.142.110-60198-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
169.47.42.215-10.42.0.211-443-41852-6,Male,45,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.11.46-10.42.0.151-443-39498-6,Female,45,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
151.101.1.140-10.42.0.211-443-44559-6,Male,55,Rural,Morning,English,w Home,Science,2-4 hours,VERBAL,1
172.217.10.238-10.42.0.211-443-37167-6,Male,30,Rural,Late Night,English,w Other places,Science, 5-6 hours,NON VERBAL,0
10.42.0.151-50.17.232.169-37598-443-6,Male,35,Rural,Late Night,English,w Home,Science, 6 and Above,VERBAL,1
172.217.12.174-10.42.0.151-443-51724-6,Female,40,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-121.12.98.64-40872-80-6,Male,45,Urban,Late Night,English,Class Room,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-23.208.106.113-49708-443-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.3.97-10.42.0.42-443-40598-6,Male,40,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
180.149.134.221-10.42.0.151-80-45154-6,Male,60,Rural,Morning,English,w Class Room,Science,Less than an hour,VERBAL,1
202.77.129.161-10.42.0.151-80-34125-6,Female,50,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-54397-53-17,Male,55,Rural,Morning,English,College lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-14.204.144.144-33144-80-6,Male,45,Urban,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.12.193-10.42.0.42-443-50794-6,Male,35,Urban,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-9779-53-17,Female,45,Urban,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.238-10.42.0.211-443-51662-6,Female,40,Rural,Morning,English,Other places,Science,g 5-6 hours,NON VERBAL,0
10.42.0.211-123.125.115.190-56889-80-6,Female,35,Urban,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-23546-53-17,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
172.217.10.78-10.42.0.151-443-49821-6,Male,55,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.151-52.216.1.211-46011-443-6,Male,55,Rural,Morning,English,Other places,Science,Less than an hour,VERBAL,1
208.185.50.65-10.42.0.211-443-40195-6,Male,45,Rural,Morning,English,College lab,Science,2-4 hours,VERBAL,1
10.42.0.151-31.13.80.12-55406-443-6,Female,40,Rural,Evening,English,Central Library,Science,2-4 hours,NON VERBAL,0
172.217.12.174-10.42.0.151-443-50174-6,Male,40,Rural,Afternoon,English,College lab,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.196.69.241-35023-443-6,Male,40,Rural,Morning,English,w Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-32619-53-17,Male,40,Rural,Afternoon,English,Home,other,Less than an hour,VERBAL,1
10.42.0.211-103.7.30.118-45636-80-6,Male,60,Rural,Late Night,English,Central Library,Arts,Less than an hour,NON VERBAL,0
10.42.0.211-106.11.92.16-35045-443-6,Male,65,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
209.10.120.26-10.42.0.211-80-39958-6,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
239.255.255.250-10.42.0.1-1900-33661-17,Male,60,Rural,Late Night,English,Home,Arts,Less than an hour,NON VERBAL,0
172.217.11.2-10.42.0.42-443-52707-6,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
182.22.67.91-10.42.0.211-443-60535-6,Female,40,Rural,Morning,English,Home,Commerce,Less than an hour,NON VERBAL,0
10.42.0.211-69.147.64.215-40757-443-6,Male,70,Rural,Afternoon,English,Home,Science,s 6 and Above,VERBAL,1
172.217.12.142-10.42.0.151-443-40348-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-15089-53-17,Male,45,Rural,Morning,English,w Central Library,Science, 6 and Above,VERBAL,1
172.217.10.74-10.42.0.211-443-33589-6,Female,40,Rural,Evening,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.42-104.254.66.16-49957-80-6,Male,40,Rural,Late Night,English,Class Room,Science,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-34893-53-17,Male,35,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-123.125.29.220-47214-80-6,Female,25,Rural,Evening,English,College lab,Science,Less than an hour,NON VERBAL,0
172.217.12.206-10.42.0.211-443-56968-6,Female,80,Rural,Evening,English,College lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-54.165.129.5-49352-443-6,Male,45,Rural,Morning,English,w Central Library,Science, Less than an hour,NON VERBAL,0
10.42.0.151-123.125.115.190-41823-80-6,Female,60,Rural,Morning,English,Other places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-64468-53-17,Male,50,Rural,Morning,English,w Park or Garden,Science,Less than an hour,NON VERBAL,0
184.72.52.0-10.42.0.211-443-54452-6,Female,55,Rural,Morning,English,Central Library,Science, Less than an hour,VERBAL,1
10.42.0.151-23.44.160.219-49984-443-6,Female,25,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-66.231.239.110-39311-443-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-77.234.44.196-39596-443-6,Male,65,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-123.125.46.161-49630-80-6,Female,60,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
202.77.129.150-10.42.0.151-443-40088-6,Male,40,Rural,Morning,English,College Lab,Science, 2-4 hours,NON VERBAL,0
182.22.67.75-10.42.0.151-443-35634-6,Male,30,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
217.69.133.211-10.42.0.211-443-36807-6,Male,60,Rural,Late Night,English,Class Room,Science,Less than an hour,NON VERBAL,0
172.217.9.238-10.42.0.151-443-40053-6,Male,45,Rural,Late Night,English,Class Room,Science,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-47526-53-17,Male,60,Rural,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-36937-17,Male,30,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-35991-53-17,Female,40,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-35853-53-17,Female,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.11.42-10.42.0.42-443-44536-6,Female,45,Rural,Evening,English,w Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-77.234.44.43-46919-80-6,Female,55,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
203.205.158.63-10.42.0.151-80-36749-6,Male,40,Rural,Late Night,English,w Home,Science, 6 and Above,NON VERBAL,0
192.229.163.180-10.42.0.151-443-46522-6,Male,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.67-10.42.0.211-80-48123-6,Female,20,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
203.130.53.126-10.42.0.42-80-50977-6,Male,35,Rural,Afternoon,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-53608-53-17,Male,60,Rural,Late Night,English,w Central Library,Science,Less than an hour,NON VERBAL,0
208.80.153.224-10.42.0.151-443-37992-6,Male,45,Rural,Morning,English,Home,Commerce,Less than an hour,NON VERBAL,0
172.217.10.42-10.42.0.151-443-50396-6,Female,45,Rural,Late Night,English,Park or Garden,Commerce,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-38853-53-17,Male,50,Rural,Morning,English,Central Library,Arts,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-5021-53-17,Male,45,Rural,Late Night,English,w Home,Commerce, 2-4 hours,VERBAL,1
172.217.10.138-10.42.0.151-443-35329-6,Female,50,Rural,Morning,English,College Lab,Science,Less than an hour,NON VERBAL,0
172.217.10.35-10.42.0.211-443-54428-6,Male,45,Rural,Late Night,English,Park or Garden,Commerce,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-44339-53-17,Female,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.6.202-10.42.0.151-443-51615-6,Male,35,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.104-10.42.0.211-443-53162-6,Male,60,Rural,Morning,English,w Central Library,Commerce,2-4 hours,NON VERBAL,0
8.0.6.4-8.6.0.1-0-0-0,Female,40,Rural,Morning,English,w Home,Arts, 2-4 hours,VERBAL,1
182.22.25.252-10.42.0.211-443-38360-6,Female,35,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-104.244.42.2-45397-443-6,Male,55,Rural,Morning,English,Park or Garden,other,2-4 hours,NON VERBAL,0
10.42.0.151-125.39.240.46-42682-80-6,Female,35,Rural,Morning,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-45821-53-17,Male,60,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.12.142-10.42.0.211-443-60028-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
209.10.120.26-10.42.0.211-80-44733-6,Female,55,Rural,Morning,English,Home,Arts,Less than an hour,NON VERBAL,0
10.42.0.211-23.66.169.49-56314-80-6,Male,65,Rural,Morning,English,Class Room,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-31.13.71.52-47620-443-6,Male,40,Rural,Late Night,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
151.101.117.140-10.42.0.211-443-36821-6,Male,35,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
205.204.101.196-10.42.0.151-443-50664-6,Male,40,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
205.185.216.42-10.42.0.211-80-56393-6,Male,40,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
172.217.7.161-10.42.0.211-443-40512-6,Male,40,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
192.229.173.173-10.42.0.151-443-52508-6,Female,45,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
8.41.222.241-10.42.0.211-443-37920-6,Male,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-22097-17,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-72.21.206.135-52945-443-6,Male,40,Rural,Morning,English,College Lab,Science, 2-4 hours,NON VERBAL,0
202.77.129.150-10.42.0.211-80-41780-6,Male,55,Rural,Morning,English,College Lab,Science,2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-57608-17,Female,40,Rural,Evening,English,w Central Library,other, 2-4 hours,NON VERBAL,0
10.42.0.211-115.239.210.141-43633-80-6,Male,75,Rural,Late Night,English,Class Room,Science, 2-4 hours,VERBAL,1
172.217.3.106-10.42.0.42-443-44990-6,Male,60,Rural,Morning,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.211-95.213.11.133-57598-443-6,Male,65,Rural,Late Night,English,Central Library,other, 2-4 hours,VERBAL,1
10.42.0.42-104.97.95.172-47351-80-6,Male,60,Rural,Late Night,English,Campus Ground,Science,2-4 hours,VERBAL,1
10.42.0.211-104.192.110.245-49106-443-6,Male,50,Rural,Afternoon,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.42-104.254.66.16-45747-80-6,Male,45,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
